,Parent,Avg_Monthly_Supply,Parent Agency No.,Name
888,W1019,200.5,W1019,Coastal Horizons  
889,W1020,1038.111111111111,W1020,Communities in Schools of Cape Fear Fear
890,W1021,6166.409090909091,W1021,Boys & Girls Clubs of Southeastern NC   
891,W1022,23978.124401913876,W1022,Countywide CDC  
892,W1023,1261.0416666666667,W1023,CSFP - Matthew 25  
893,W1024,39934.9,W1024,Direct Dist. -- Brunswick  
894,W1025,44523.624242424245,W1025,Direct Dist. -- New Hanover  
895,W1026,33296.0,W1026,Direct Distr. -- Columbus  
896,W1027,27592.076923076922,W1027,Direct Distr. -- Pender  
897,W1028,1296.0555555555557,W1028,Easter Seals UCP NC & VA  
898,W1029,56355.02208333334,W1029,Facts of Life Church  Living God Pillar Ground & Tru
899,W1030,1637.6666666666667,W1030,Farmers Union Developmental Daycare  
900,W1031,2125.866666666667,W1031,First Baptist Church Carolina Beach  
901,W1032,3431.5625,W1032,Lake Waccamaw Food Ministry Waccamaw
902,W1033,8944.625,W1033,First Baptist Church of Leland  
903,W1034,59091.26638888889,W1034,First Fruit Ministries  
904,W1035,1060.5,W1035,First in Families The ARC of NC
905,W1036,47405.208333333336,W1036,Good Shepherd Center  
906,W1038,60053.75,W1038,Harvest Table BackPack Program
907,W1039,7447.295972222222,W1039,Helping Hands St Stanislaus Church
908,W1040,5732.197647058823,W1040,Hills Chapel Missionary Baptist Church
909,W1041,14135.856666666667,W1041,House of Mercy Outreach Global River Church
910,W1042,7544.2016806722695,W1042,Inspirational House of Praise  
911,W1043,570.0,W1043,KC - The Holmes Movement  
912,W1044,889.0555555555555,W1044,KC - Wilmington Residential  
913,W1045,393.0,W1045,Kids Making It Inc  
914,W1046,122.0,W1046,Lake Waccamaw UMC  
915,W1047,515.5,W1047,SP - Laney High School Pantry  
916,W1048,11178.90909090909,W1048,Liberty Ministries  
917,W1049,89017.38822727272,W1049,Lifesavers Outreach Services Inc
918,W1050,3034.0,W1050,LINC Inc  
919,W1051,6076.916666666667,W1051,Living Word Church Community Care & Share
920,W1052,13977.391304347826,W1052,Livingstones Tabernacle  
921,W1053,32940.5119047619,W1053,Love of Christ Ministries  
922,W1054,19131.527777777777,W1054,BP - Matthew's Ministry  
923,W1055,11806.924898989899,W1055,Men and Women United for Youth and Families
924,W1056,38511.85143939394,W1056,Mother Hubbard's Cupboard  
925,W1057,1752.7777777777778,W1057,Mt. Olive AME Church - Helping Hand Food Pantry
926,W1058,1372.3333333333335,W1058,Myrtle Grove SDA Church   
927,W1059,321.0,W1059,National Center for Outdoor  
928,W1061,2903.915294117647,W1061,New Beginnings Community  
929,W1065,26857.80701754386,W1065,Nourish NC  
930,W1067,834.8888888888889,W1067,"Pender Adult Services, Inc.  "
931,W1068,19276.22246212121,W1068,Pender County Christian Services  Backpack Burgaw Elementary
932,W1069,1816.9166666666665,W1069,Philippians 3: Ministries Inc  
933,W1070,5403.666666666667,W1070,PORT Health Services Stepping Stone Manor
934,W1072,13092.899166666666,W1072,Salvation and Deliverance Family Worship Center Church
935,W1073,22403.5,W1073,Salvation Army - Wilmington  
936,W1077,781.1666666666666,W1077,SFSP - Washington Chapel Miss.  
937,W1078,968.5,W1078,SFSP - Wilmington Family  
938,W1079,34125.02902777778,W1079,BP- Share the Table Inc Faith Harbor
939,W1080,3127.5,W1080,Shoreline Baptist Church   
940,W1081,1692.2105263157894,W1081,Sonrise Independent Baptist  
941,W1082,6093.9673291925465,W1082,South Brunswick Inter-Church Council
942,W1083,49563.35,W1083,Southport Oak Island InterChur  
943,W1084,5058.522727272727,W1084,St. Brendans Church  
944,W1085,8973.004583333333,W1085,St. Joseph Parish Outreach  
945,W1086,4100.142857142857,W1086,St. Jude's Metropolitan Community Church
946,W1087,2970.684210526316,W1087,St. Mary Missionary Baptist Amazing Grace Food Pantry
947,W1088,127012.13612040134,W1088,St. Paul A.M.E. Zion Church  
948,W1089,3369.780701754386,W1089,St. Peter The Fisherman Church  
949,W1090,1021.0,W1090,Step up For Soldiers  
950,W1091,1353.5384615384614,W1091,Straightway Ministries  
951,W1092,71.92307692307692,W1092,Temple of Israel - Weekend Meals on Wheels
952,W1093,158.8,W1093,"The Help Center of Federal Point, Inc"
953,W1094,1277.4886363636365,W1094,Hope Recuperative Care  
954,W1095,18835.5,W1095,The Lord's Church  
955,W1096,2508.8947368421054,W1096,The Rock of Wilmington  
956,W1097,7908.543333333334,W1097,The Sister Isaac Center Basilica Shrine of St. Mary's
957,W1098,19849.208333333336,W1098,Towncreek Vision Corporation  
958,W1099,1158.0,W1099,Transformed by the Word Inc  
959,W1100,13252.227053140097,W1100,Trinity Missionary Baptist Church
960,W1101,4177.391666666666,W1101,Trinity Tabernacle Full  
961,W1103,37029.523888888885,W1103,Union Missionary Baptist Church
962,W1104,7764.8441558441555,W1104,Victory Independent Baptist Church
963,W1105,72.0,W1105,Vigilant Hope  
964,W1107,8503.75,W1107,"We Care 4 You Foundation, Inc.  "
965,W1108,278.85714285714283,W1108,Weekend Meals on Wheels Elks Club Sponsored
966,W1109,1857.1739130434783,W1109,CSFP - Willard Outreach  
967,W1110,3385.153846153846,W1110,Solomon Towers  
968,W1111,219.75,W1111,Wilmington Preparatory Academy Wilmington Ace Charter Inc
969,W1112,92.0,W1112,Wlmgtn Demonstration Kitchen Food Bank
970,W1113,7505.192307692308,W1113,Wrightsboro United Methodist Church
971,W1114,1448.9285714285716,W1114,YWCA - Grandparents Support Network
972,W1119,84.0,W1119,SFSP- New Born Church of God  
973,W1120,434.0,W1120,SFSP - Temple Baptist  
974,W1121,131.0,W1121,SFSP-YMCA SE NC Leland  
975,W1128,36459.75,W1128,Town of Atkinson  
976,W1129,255.0,W1129,Trillium Health Resources   
977,W1130,326.0,W1130,Eastpointe  
978,W1131,844.4,W1131,Christian Community Caring Center  4 C’s Food Pantry 
979,W1132,163.0,W1132,SP - Hawk's Harvest UNCW Student Food Pantry  
980,W1133,27350.00947368421,W1133,Cornerstone Baptist Church  
981,W1136,24452.95888888889,W1136,Iglesia Vision 3D   
982,W1137,8678.625,W1137,"The A.C.T.S. Movement, Inc.   "
983,W1138,629.75,W1138,Saint Luke AME Zion Church  
984,W1140,7984.0,W1140,Novant Health New Hanover Regional Medical Center  Food Pharmacy Program 
